WN|2159|NA|HOU|SAN|NA
XE|2189|NA|IAH|DAL|NA
WN|2424|NA|HOU|BWI|NA
US|270|NA|IAH|PHX|NA
CO|850|NA|IAH|LAX|NA
XE|2807|NA|IAH|SAT|NA
CO|1061|NA|IAH|SFO|NA
WN|1852|NA|HOU|MDW|NA
XE|4547|NA|IAH|CMH|NA
CO|1586|NA|IAH|MCO|NA
XE|4334|NA|IAH|ICT|NA
CO|244|NA|IAH|CLE|NA
CO|1465|NA|IAH|PDX|NA
EV|5478|NA|IAH|DTW|NA
CO|370|NA|IAH|SFO|NA
CO|1646|NA|IAH|ORD|NA
XE|2967|NA|IAH|LBB|NA
FL|292|NA|HOU|ATL|NA
XE|2800|NA|IAH|XNA|NA
XE|2253|NA|IAH|SAV|NA
XE|4133|NA|IAH|BRO|NA
XE|2280|NA|IAH|PNS|NA
WN|50|NA|HOU|DAL|NA
WN|35|NA|HOU|ECP|NA
B6|620|NA|HOU|JFK|NA
XE|3050|NA|IAH|JAX|NA
AA|2137|NA|IAH|MIA|NA
CO|1251|NA|IAH|SNA|NA
WN|50|NA|HOU|DAL|NA
XE|2321|NA|IAH|CVG|NA
XE|2592|NA|IAH|LBB|NA
MQ|3762|NA|IAH|LAX|NA
XE|2936|NA|IAH|AEX|NA
US|1924|NA|IAH|CLT|NA
XE|3022|NA|IAH|GPT|NA
WN|8|NA|HOU|DAL|NA
WN|37|NA|HOU|PHL|NA
XE|2631|NA|IAH|LFT|NA
XE|3053|NA|IAH|LRD|NA
WN|8|NA|HOU|DAL|NA
XE|2847|NA|IAH|TUS|NA
OO|1198|NA|IAH|TUS|NA
DL|1590|NA|IAH|ATL|NA
WN|630|NA|HOU|MAF|NA
CO|1070|NA|IAH|SFO|NA
CO|542|NA|IAH|SLC|NA
CO|1590|NA|IAH|MIA|NA
CO|479|NA|IAH|SAT|NA
XE|2116|NA|IAH|ATL|NA
WN|1106|NA|HOU|BWI|NA
WN|244|NA|HOU|DAL|NA
OO|5829|NA|IAH|MAF|NA
XE|2980|NA|IAH|TYS|NA
CO|1886|NA|IAH|EWR|NA
CO|1438|NA|IAH|MCO|NA
XE|2692|NA|IAH|LFT|NA
DL|1590|NA|IAH|ATL|NA
CO|1033|NA|IAH|SFO|NA
CO|1430|NA|IAH|ATL|NA
CO|1411|NA|IAH|RDU|NA
US|409|NA|IAH|PHX|NA
XE|4259|NA|IAH|HRL|NA
CO|1246|NA|IAH|SEA|NA
XE|4151|NA|IAH|CID|NA
WN|30|NA|HOU|DAL|NA
WN|42|NA|HOU|DAL|NA
AA|1033|NA|IAH|DFW|NA
CO|1266|NA|IAH|TPA|NA
CO|1665|NA|IAH|BWI|NA
UA|552|NA|IAH|IAD|NA
CO|407|NA|IAH|ANC|NA
XE|2376|NA|IAH|ICT|NA
CO|1621|NA|IAH|PHL|NA
WN|16|NA|HOU|DAL|NA
XE|2122|NA|IAH|MSP|NA
AA|1033|NA|IAH|DFW|NA
WN|20|NA|HOU|DAL|NA
CO|1620|NA|IAH|PHX|NA
XE|3083|NA|IAH|DTW|NA
WN|44|NA|HOU|DAL|NA
EV|4895|NA|IAH|DTW|NA
XE|2804|NA|IAH|MEM|NA
XE|2131|NA|IAH|CRP|NA
XE|2600|NA|IAH|TUL|NA
FL|288|NA|HOU|ATL|NA
CO|1177|NA|IAH|MCO|NA
WN|1093|NA|HOU|BNA|NA
WN|614|NA|HOU|LAS|NA
WN|8|NA|HOU|DAL|NA
CO|1823|NA|IAH|MSY|NA
CO|1204|NA|IAH|SAT|NA
WN|500|NA|HOU|MSY|NA
WN|5016|NA|HOU|SAT|NA
XE|2804|NA|IAH|MEM|NA
CO|788|NA|IAH|DTW|NA
WN|48|NA|HOU|DAL|NA
UA|841|NA|IAH|DEN|NA
XE|2948|NA|IAH|MKE|NA
WN|653|NA|HOU|LAS|NA
US|270|NA|IAH|PHX|NA
CO|1547|NA|IAH|ORD|NA
F9|653|NA|HOU|DEN|NA
OO|1151|NA|IAH|ELP|NA
WN|258|NA|HOU|MSY|NA
OO|1149|NA|IAH|ATL|NA
WN|2934|NA|HOU|MDW|NA
CO|1648|NA|IAH|FLL|NA
WN|2944|NA|HOU|DAL|NA
CO|1588|NA|IAH|SAN|NA
DL|54|NA|IAH|ATL|NA
CO|1163|NA|IAH|EWR|NA
XE|2376|NA|IAH|ICT|NA
CO|1105|NA|IAH|CLE|NA
XE|4558|NA|IAH|CRP|NA
WN|707|NA|HOU|TUL|NA
EV|5183|NA|HOU|ATL|NA
DL|1884|NA|IAH|ATL|NA
CO|1503|NA|IAH|ORD|NA
CO|1795|NA|IAH|LAX|NA
WN|43|NA|HOU|CRP|NA
CO|1250|NA|IAH|SNA|NA
CO|1646|NA|IAH|ORD|NA
XE|2380|NA|IAH|AVL|NA
XE|4552|NA|IAH|HRL|NA
XE|2936|NA|IAH|AEX|NA
XE|3000|NA|IAH|BTR|NA
CO|542|NA|IAH|SLC|NA
WN|1005|NA|HOU|BNA|NA
XE|2465|NA|IAH|MAF|NA
WN|2154|NA|HOU|ELP|NA
CO|1839|NA|IAH|LGA|NA
XE|2873|NA|IAH|AMA|NA
CO|52|NA|IAH|LAX|NA
WN|1100|NA|HOU|CHS|NA
CO|1555|NA|IAH|SAN|NA
WN|56|NA|HOU|DAL|NA
XE|2280|NA|IAH|PNS|NA
OO|1147|NA|IAH|MCI|NA
CO|1621|NA|IAH|SEA|NA
CO|190|NA|IAH|MIA|NA
CO|1662|NA|IAH|RSW|NA
WN|11|NA|HOU|MSY|NA
XE|2824|NA|IAH|BHM|NA
OO|4489|NA|IAH|SLC|NA
CO|33|NA|IAH|MSY|NA
XE|4231|NA|IAH|BTR|NA
WN|7|NA|HOU|BHM|NA
XE|2472|NA|IAH|JAX|NA
CO|1749|NA|IAH|DEN|NA
CO|558|NA|IAH|DCA|NA
MQ|3859|NA|IAH|ORD|NA
CO|406|NA|IAH|IAD|NA
WN|3937|NA|HOU|PHL|NA
WN|33|NA|HOU|SAN|NA
XE|2278|NA|IAH|OMA|NA
XE|2308|NA|IAH|BRO|NA
XE|2815|NA|IAH|SDF|NA
CO|1690|NA|IAH|MIA|NA
AA|1848|NA|IAH|DFW|NA
XE|2298|NA|IAH|IND|NA
CO|1476|NA|IAH|PHL|NA
XE|4107|NA|IAH|LIT|NA
WN|51|NA|HOU|ECP|NA
WN|1498|NA|HOU|LIT|NA
CO|167|NA|IAH|SEA|NA
XE|2470|NA|IAH|MSP|NA
XE|2330|NA|IAH|BHM|NA
XE|4396|NA|IAH|AMA|NA
MQ|3210|NA|HOU|DFW|NA
WN|19|NA|HOU|ECP|NA
CO|1519|NA|IAH|DFW|NA
CO|403|NA|IAH|SAN|NA
XE|2079|NA|IAH|MAF|NA
WN|35|NA|HOU|ECP|NA
XE|2809|NA|IAH|CRP|NA
F9|229|NA|HOU|DEN|NA
XE|2036|NA|IAH|JAX|NA
XE|2463|NA|IAH|ELP|NA
WN|5016|NA|HOU|SAT|NA
OO|5804|NA|IAH|CLT|NA
XE|2146|NA|IAH|OMA|NA
CO|1511|NA|IAH|DCA|NA
XE|2470|NA|IAH|MSP|NA
XE|2334|NA|IAH|SAV|NA
CO|1121|NA|IAH|SEA|NA
CO|1244|NA|IAH|PIT|NA
XE|2822|NA|IAH|GSP|NA
WN|2030|NA|HOU|SAN|NA
WN|583|NA|HOU|BNA|NA
CO|106|NA|IAH|EWR|NA
CO|1503|NA|IAH|ORD|NA
CO|1648|NA|IAH|FLL|NA
WN|9|NA|HOU|HRL|NA
CO|1222|NA|IAH|SEA|NA
CO|244|NA|IAH|CLE|NA
WN|104|NA|HOU|STL|NA
WN|60|NA|HOU|DAL|NA
XE|2712|NA|IAH|BTR|NA
DL|1590|NA|IAH|ATL|NA
CO|1448|NA|IAH|FLL|NA
XE|2930|NA|IAH|IND|NA
WN|1094|NA|HOU|STL|NA
WN|23|NA|HOU|BNA|NA
WN|44|NA|HOU|DAL|NA
CO|1483|NA|IAH|MSP|NA
XE|2625|NA|IAH|HRL|NA
WN|2323|NA|HOU|PHX|NA
CO|1610|NA|IAH|DCA|NA
CO|1677|NA|IAH|SAT|NA
CO|421|NA|IAH|SJC|NA
CO|62|NA|IAH|EWR|NA
US|1978|NA|IAH|CLT|NA
CO|739|NA|IAH|SAN|NA
CO|1089|NA|IAH|MCO|NA
CO|1679|NA|IAH|SAT|NA
XE|4656|NA|IAH|BHM|NA
XE|4631|NA|IAH|CRP|NA
CO|1717|NA|IAH|SAN|NA
CO|1515|NA|IAH|CLT|NA
WN|4|NA|HOU|DAL|NA
XE|2967|NA|IAH|LBB|NA
OO|5803|NA|IAH|DAL|NA
CO|258|NA|IAH|DCA|NA
US|269|NA|IAH|PHX|NA
WN|926|NA|HOU|JAX|NA
CO|1033|NA|IAH|SFO|NA
WN|713|NA|HOU|ABQ|NA
US|1015|NA|IAH|CLT|NA
CO|1648|NA|IAH|FLL|NA
XE|4204|NA|IAH|SAT|NA
CO|1697|NA|IAH|LAS|NA
CO|282|NA|IAH|BOS|NA
CO|106|NA|IAH|EWR|NA
XE|4307|NA|IAH|SHV|NA
XE|4693|NA|IAH|LRD|NA
OO|2024|NA|IAH|ELP|NA
XE|4341|NA|IAH|BHM|NA
US|362|NA|IAH|PHX|NA
AA|1994|NA|IAH|MIA|NA
XE|2496|NA|IAH|SDF|NA
WN|825|NA|HOU|OKC|NA
WN|55|NA|HOU|HRL|NA
XE|2625|NA|IAH|HRL|NA
XE|2386|NA|IAH|GSO|NA
CO|1550|NA|IAH|AUS|NA
OO|1126|NA|IAH|COS|NA
XE|2454|NA|IAH|MEM|NA
WN|207|NA|HOU|SAT|NA
CO|1250|NA|IAH|SNA|NA
XE|2748|NA|IAH|MOB|NA
CO|1486|NA|IAH|PHL|NA
XE|2433|NA|IAH|LBB|NA
CO|846|NA|IAH|DTW|NA
XE|2269|NA|IAH|GPT|NA
XE|2359|NA|IAH|CMH|NA
XE|2593|NA|IAH|OMA|NA
CO|408|NA|IAH|EWR|NA
CO|1511|NA|IAH|SNA|NA
WN|50|NA|HOU|DAL|NA
CO|1882|NA|IAH|SAN|NA
XE|2967|NA|IAH|LBB|NA
WN|51|NA|HOU|CRP|NA
XE|3120|NA|IAH|LIT|NA
DL|1160|NA|HOU|ATL|NA
WN|1104|NA|HOU|LAS|NA
WN|3|NA|HOU|HRL|NA
XE|2826|NA|IAH|DAL|NA
XE|2591|NA|IAH|DAL|NA
WN|177|NA|HOU|DAL|NA
XE|2488|NA|IAH|CLT|NA
CO|1214|NA|IAH|IAD|NA
XE|2589|NA|IAH|MEM|NA
XE|2290|NA|IAH|CRP|NA
CO|770|NA|IAH|SFO|NA
XE|2446|NA|IAH|ELP|NA
XE|4694|NA|IAH|RIC|NA
XE|2881|NA|IAH|BNA|NA
CO|767|NA|IAH|SEA|NA
CO|60|NA|IAH|EWR|NA
CO|33|NA|IAH|MSY|NA
CO|1281|NA|IAH|PHL|NA
OO|1138|NA|IAH|DFW|NA
WN|39|NA|HOU|BNA|NA
XE|2296|NA|IAH|CRP|NA
AA|742|NA|IAH|DFW|NA
CO|1776|NA|IAH|PHL|NA
OO|1160|NA|IAH|COS|NA
CO|1411|NA|IAH|RDU|NA
WN|1021|NA|HOU|SAT|NA
XE|2042|NA|IAH|BHM|NA
XE|2336|NA|IAH|ICT|NA
WN|1372|NA|HOU|TPA|NA
CO|599|NA|IAH|DEN|NA
XE|2044|NA|IAH|CLT|NA
EV|5225|NA|HOU|ATL|NA
OO|1102|NA|IAH|ABQ|NA
CO|1586|NA|IAH|MCO|NA
OO|5822|NA|IAH|ATL|NA
CO|1779|NA|IAH|SAT|NA
WN|11|NA|HOU|BHM|NA
WN|1636|NA|HOU|DAL|NA
WN|35|NA|HOU|DEN|NA
CO|1740|NA|IAH|TPA|NA
OO|5817|NA|IAH|CLT|NA
XE|2481|NA|IAH|CRP|NA
XE|2041|NA|IAH|MKE|NA
XE|2792|NA|IAH|TUL|NA
XE|2811|NA|IAH|MOB|NA
OO|5801|NA|IAH|STL|NA
XE|2511|NA|IAH|DSM|NA
XE|2041|NA|IAH|MKE|NA
CO|1417|NA|IAH|SAT|NA
XE|2603|NA|IAH|HOB|NA
CO|52|NA|IAH|LAX|NA
DL|1884|NA|IAH|ATL|NA
XE|2792|NA|IAH|TUL|NA
CO|1248|NA|IAH|SJC|NA
CO|1533|NA|IAH|PIT|NA
XE|4674|NA|IAH|HSV|NA
CO|1480|NA|IAH|LAS|NA
XE|2593|NA|IAH|OMA|NA
CO|1516|NA|IAH|DEN|NA
CO|1010|NA|IAH|DCA|NA
CO|209|NA|IAH|PDX|NA
WN|1636|NA|HOU|DAL|NA
XE|2335|NA|IAH|HSV|NA
CO|1850|NA|IAH|RDU|NA
OO|1139|NA|IAH|OMA|NA
CO|1594|NA|IAH|EWR|NA
XE|2520|NA|IAH|CVG|NA
XE|2948|NA|IAH|MKE|NA
OO|5194|NA|IAH|OKC|NA
CO|158|NA|IAH|DCA|NA
XE|2048|NA|IAH|OKC|NA
XE|2132|NA|IAH|LIT|NA
CO|1676|NA|IAH|PHL|NA
CO|582|NA|IAH|BOS|NA
XE|2841|NA|IAH|DAY|NA
XE|4262|NA|IAH|BRO|NA
WN|52|NA|HOU|DAL|NA
XE|2597|NA|IAH|SAV|NA
OO|5824|NA|IAH|MKE|NA
CO|1479|NA|IAH|SAT|NA
XE|2198|NA|IAH|CRW|NA
CO|1519|NA|IAH|RNO|NA
CO|1850|NA|IAH|RDU|NA
WN|47|NA|HOU|HRL|NA
XE|2386|NA|IAH|GSO|NA
XE|2147|NA|IAH|CID|NA
XE|2840|NA|IAH|PNS|NA
XE|2830|NA|IAH|JAN|NA
CO|1119|NA|IAH|EWR|NA
CO|499|NA|IAH|DEN|NA
MQ|3717|NA|IAH|ORD|NA
XE|4328|NA|IAH|JAX|NA
WN|6|NA|HOU|DAL|NA
CO|1821|NA|IAH|SNA|NA
XE|2269|NA|IAH|GPT|NA
CO|1533|NA|IAH|PIT|NA
WN|49|NA|HOU|MCO|NA
XE|2902|NA|IAH|LFT|NA
WN|1720|NA|HOU|EWR|NA
CO|884|NA|IAH|CLE|NA
AA|1994|NA|IAH|MIA|NA
WN|544|NA|HOU|EWR|NA
XE|4163|NA|IAH|RDU|NA
CO|1250|NA|IAH|SNA|NA
XE|2482|NA|IAH|GPT|NA
CO|1675|NA|IAH|LGA|NA
XE|2474|NA|IAH|BNA|NA
WN|198|NA|HOU|BNA|NA
CO|1676|NA|IAH|PHL|NA
US|1978|NA|IAH|CLT|NA
WN|3911|NA|HOU|JAX|NA
CO|1678|NA|IAH|RDU|NA
WN|708|NA|HOU|SAN|NA
CO|1448|NA|IAH|FLL|NA
XE|2041|NA|IAH|MKE|NA
CO|206|NA|IAH|TPA|NA
XE|2902|NA|IAH|LFT|NA
CO|1415|NA|IAH|MSY|NA
XE|2907|NA|IAH|LFT|NA
WN|45|NA|HOU|BWI|NA
XE|2844|NA|IAH|VPS|NA
CO|33|NA|IAH|MSY|NA
WN|183|NA|HOU|LIT|NA
CO|1562|NA|IAH|RSW|NA
CO|146|NA|IAH|ORD|NA
CO|1248|NA|IAH|SJC|NA
OO|7037|NA|IAH|IAD|NA
WN|586|NA|HOU|MSY|NA
WN|3318|NA|HOU|STL|NA
AA|1948|NA|IAH|DFW|NA
XE|2561|NA|IAH|JAN|NA
CO|52|NA|IAH|LAX|NA
WN|190|NA|HOU|BNA|NA
XE|2428|NA|IAH|CVG|NA
WN|1283|NA|HOU|HRL|NA
XE|4125|NA|IAH|JAX|NA
WN|58|NA|HOU|DAL|NA
XE|2249|NA|IAH|MEM|NA
CO|332|NA|IAH|LGA|NA
CO|1416|NA|IAH|SJC|NA
XE|2465|NA|IAH|MAF|NA
WN|2131|NA|HOU|ELP|NA
CO|358|NA|IAH|DCA|NA
XE|2435|NA|IAH|JAX|NA
XE|3038|NA|IAH|BNA|NA
CO|128|NA|IAH|MSY|NA
XE|2298|NA|IAH|IND|NA
WN|819|NA|HOU|AUS|NA
WN|680|NA|HOU|BNA|NA
CO|1036|NA|IAH|DEN|NA
CO|270|NA|IAH|SFO|NA
XE|2434|NA|IAH|PNS|NA
WN|42|NA|HOU|DAL|NA
XE|2598|NA|IAH|MCI|NA
CO|1561|NA|IAH|MIA|NA
CO|163|NA|IAH|LGA|NA
CO|212|NA|IAH|SJU|NA
XE|2799|NA|IAH|ICT|NA
XE|2334|NA|IAH|SAV|NA
XE|2974|NA|IAH|STL|NA
CO|1533|NA|IAH|AUS|NA
CO|1459|NA|IAH|SNA|NA
XE|2479|NA|IAH|DSM|NA
XE|2562|NA|IAH|DAL|NA
CO|1585|NA|IAH|ORD|NA
XE|2830|NA|IAH|JAN|NA
WN|2798|NA|HOU|SAT|NA
FL|286|NA|HOU|ATL|NA
CO|403|NA|IAH|SAN|NA
WN|1938|NA|HOU|CRP|NA
WN|1892|NA|HOU|DEN|NA
XE|2852|NA|IAH|PBI|NA
XE|2333|NA|IAH|IND|NA
CO|1543|NA|IAH|FLL|NA
XE|2622|NA|IAH|CAE|NA
EV|5567|NA|IAH|ATL|NA
WN|3766|NA|HOU|CRP|NA
CO|1893|NA|IAH|SMF|NA
XE|4144|NA|IAH|MEM|NA
WN|42|NA|HOU|DAL|NA
OO|2020|NA|IAH|BFL|NA
XE|4443|NA|IAH|MCI|NA
CO|1725|NA|IAH|ATL|NA
OO|1184|NA|IAH|PHX|NA
WN|284|NA|HOU|HRL|NA
CO|1662|NA|IAH|RSW|NA
CO|1159|NA|IAH|PIT|NA
AA|426|NA|IAH|DFW|NA
WN|707|NA|HOU|TUL|NA
OO|5337|NA|IAH|ASE|NA
WN|399|NA|HOU|LAX|NA
CO|497|NA|IAH|LAS|NA
XE|2485|NA|IAH|MEM|NA
CO|332|NA|IAH|LGA|NA
OO|1100|NA|IAH|ABQ|NA
WN|1072|NA|HOU|LAS|NA
WN|864|NA|HOU|HRL|NA
XE|4147|NA|IAH|MLU|NA
XE|2402|NA|IAH|VPS|NA
CO|1466|NA|IAH|EWR|NA
XE|2405|NA|IAH|LEX|NA
CO|1406|NA|IAH|LAX|NA
WN|2610|NA|HOU|MSY|NA
EV|5101|NA|HOU|ATL|NA
OO|5164|NA|IAH|ORF|NA
XE|2213|NA|IAH|XNA|NA
CO|1586|NA|IAH|MCO|NA
CO|570|NA|IAH|SFO|NA
CO|421|NA|IAH|SJC|NA
CO|541|NA|IAH|DFW|NA
OO|1118|NA|IAH|CVG|NA
CO|1688|NA|IAH|DTW|NA
CO|432|NA|IAH|LGA|NA
XE|3016|NA|IAH|VPS|NA
CO|410|NA|IAH|EWR|NA
CO|1417|NA|IAH|PIT|NA
XE|2873|NA|IAH|AMA|NA
CO|1552|NA|IAH|CLT|NA
WN|2277|NA|HOU|SAT|NA
CO|73|NA|IAH|HNL|NA
CO|1482|NA|IAH|MSY|NA
WN|1924|NA|HOU|ELP|NA
XE|2010|NA|IAH|SDF|NA
XE|4341|NA|IAH|JAX|NA
WN|1249|NA|HOU|MSY|NA
AA|1496|NA|IAH|MIA|NA
CO|1277|NA|IAH|BWI|NA
XE|3022|NA|IAH|GPT|NA
DL|1675|NA|IAH|ATL|NA
XE|2525|NA|IAH|GPT|NA
WN|2470|NA|HOU|DEN|NA
WN|753|NA|HOU|AUS|NA
XE|4622|NA|IAH|MOB|NA
CO|190|NA|IAH|MIA|NA
WN|60|NA|HOU|DAL|NA
FL|1597|NA|HOU|BKG|NA
EV|5386|NA|IAH|MEM|NA
XE|2622|NA|IAH|CAE|NA
XE|4578|NA|IAH|CRP|NA
CO|1546|NA|IAH|EWR|NA
XE|2755|NA|IAH|ELP|NA
CO|500|NA|IAH|IND|NA
UA|567|NA|IAH|SFO|NA
XE|4623|NA|IAH|DFW|NA
CO|1488|NA|IAH|DTW|NA
XE|2427|NA|IAH|LBB|NA
CO|1561|NA|IAH|TPA|NA
CO|89|NA|IAH|EWR|NA
WN|60|NA|HOU|DAL|NA
CO|1717|NA|IAH|SAN|NA
XE|3027|NA|IAH|HRL|NA
AA|493|NA|IAH|DFW|NA
XE|2435|NA|IAH|JAX|NA
XE|2376|NA|IAH|ICT|NA
CO|1705|NA|IAH|MFE|NA
OO|5845|NA|IAH|ATL|NA
AA|1995|NA|IAH|DFW|NA
WN|258|NA|HOU|MSY|NA
XE|2346|NA|IAH|HSV|NA
CO|1717|NA|IAH|SAN|NA
CO|1|NA|IAH|HNL|NA
CO|442|NA|IAH|TUL|NA
WN|1295|NA|HOU|BHM|NA
OO|4484|NA|IAH|SLC|NA
XE|4602|NA|IAH|DTW|NA
CO|1794|NA|IAH|ORD|NA
CO|1658|NA|IAH|LAX|NA
CO|35|NA|IAH|AUS|NA
XE|4107|NA|IAH|MEM|NA
CO|1417|NA|IAH|SAT|NA
XE|2434|NA|IAH|PNS|NA
CO|1087|NA|IAH|BOS|NA
CO|1732|NA|IAH|SAN|NA
CO|309|NA|IAH|PDX|NA
CO|1004|NA|IAH|LGA|NA
XE|2278|NA|IAH|BNA|NA
WN|2965|NA|HOU|LIT|NA
OO|1102|NA|IAH|ABQ|NA
OO|5814|NA|IAH|STL|NA
XE|4631|NA|IAH|CRP|NA
CO|599|NA|IAH|DEN|NA
XE|2147|NA|IAH|CID|NA
WN|2578|NA|HOU|OKC|NA
XE|2344|NA|IAH|CMH|NA
WN|58|NA|HOU|DAL|NA
XE|2728|NA|IAH|TYS|NA
OO|5159|NA|IAH|ABQ|NA
UA|230|NA|IAH|ORD|NA
WN|2288|NA|HOU|PHX|NA
CO|297|NA|IAH|LAS|NA
WN|986|NA|HOU|ECP|NA
WN|3780|NA|HOU|MCO|NA
CO|1869|NA|IAH|EWR|NA
XE|2189|NA|IAH|DAL|NA
WN|280|NA|HOU|OKC|NA
XE|2782|NA|IAH|TYS|NA
CO|1247|NA|IAH|SAT|NA
US|270|NA|IAH|PHX|NA
OO|5566|NA|IAH|ORD|NA
CO|1679|NA|IAH|SAT|NA
XE|3033|NA|IAH|AMA|NA
XE|4239|NA|IAH|MKE|NA
CO|697|NA|IAH|LAS|NA
WN|2022|NA|HOU|CRP|NA
XE|2891|NA|IAH|JAN|NA
WN|848|NA|HOU|MSY|NA
WN|3588|NA|HOU|SAT|NA
WN|465|NA|HOU|MSY|NA
WN|752|NA|HOU|LAS|NA
CO|1723|NA|IAH|ONT|NA
OO|4489|NA|IAH|SLC|NA
WN|579|NA|HOU|AUS|NA
OO|1136|NA|IAH|OMA|NA
WN|243|NA|HOU|CRP|NA
CO|1104|NA|IAH|EWR|NA
F9|225|NA|HOU|DEN|NA
CO|706|NA|IAH|TPA|NA
XE|2223|NA|IAH|CRP|NA
MQ|3216|NA|HOU|DFW|NA
CO|1204|NA|IAH|LGA|NA
XE|4117|NA|IAH|BHM|NA
CO|1006|NA|IAH|ORD|NA
CO|1887|NA|IAH|FLL|NA
XE|4116|NA|IAH|CRP|NA
CO|1605|NA|IAH|LAX|NA
AA|1848|NA|IAH|DFW|NA
CO|399|NA|IAH|ELP|NA
XE|3000|NA|IAH|BTR|NA
XE|3059|NA|IAH|MOB|NA
DL|1675|NA|IAH|ATL|NA
CO|1575|NA|IAH|RSW|NA
CO|35|NA|IAH|AUS|NA
XE|4274|NA|IAH|CLT|NA
CO|1572|NA|IAH|MSY|NA
WN|3486|NA|HOU|CHS|NA
WN|305|NA|HOU|LAS|NA
CO|1409|NA|IAH|LAS|NA
OO|5193|NA|IAH|IAD|NA
CO|1162|NA|IAH|EWR|NA
CO|1237|NA|IAH|FLL|NA
XE|3050|NA|IAH|JAX|NA
XE|2908|NA|IAH|AMA|NA
CO|220|NA|IAH|PHX|NA
US|1696|NA|IAH|CLT|NA
XE|4453|NA|IAH|CRP|NA
XE|2576|NA|IAH|BHM|NA
UA|737|NA|IAH|DEN|NA
WN|794|NA|HOU|LAX|NA
XE|2308|NA|IAH|OKC|NA
WN|906|NA|HOU|ELP|NA
XE|2488|NA|IAH|CLT|NA
CO|309|NA|IAH|PDX|NA
WN|207|NA|HOU|SAT|NA
CO|1|NA|IAH|HNL|NA
AA|1566|NA|IAH|DFW|NA
CO|1407|NA|IAH|BOS|NA
XE|4215|NA|IAH|CRP|NA
CO|267|NA|IAH|SEA|NA
CO|1423|NA|IAH|SEA|NA
WN|1256|NA|HOU|MDW|NA
XE|2042|NA|IAH|BHM|NA
CO|1648|NA|IAH|FLL|NA
CO|1552|NA|IAH|DTW|NA
WN|717|NA|HOU|MDW|NA
XE|2304|NA|IAH|GPT|NA
XE|4451|NA|IAH|MAF|NA
CO|1231|NA|IAH|PHX|NA
OO|1170|NA|IAH|MCI|NA
WN|3|NA|HOU|TPA|NA
FL|296|NA|HOU|ATL|NA
XE|4174|NA|IAH|GSO|NA
CO|1578|NA|IAH|LGA|NA
XE|2280|NA|IAH|PNS|NA
WN|347|NA|HOU|BWI|NA
WN|2802|NA|HOU|MSY|NA
